協力,きょうりょく,协力,<div style="text-align:left">1. チームで協力します。<br>2. 協力して問題を解決します。</div>
協調,きょうちょう,协调,<div style="text-align:left">1. 協調性を重視します。<br>2. 協調して作業します。</div>
連携,れんけい,联动,<div style="text-align:left">1. 部門間で連携します。<br>2. 連携プレーを強化します。</div>
チーム,ちーむ,团队 (team),<div style="text-align:left">1. チームで目標を達成します。<br>2. チームミーティングを行います。</div>
グループ,ぐるーぷ,小组 (group),<div style="text-align:left">1. グループでディスカッションします。<br>2. グループワークを行います。</div>
プロジェクト,ぷろじぇくと,项目 (project),<div style="text-align:left">1. プロジェクトを立ち上げます。<br>2. プロジェクトを管理します。</div>
タスク,たすく,任务 (task),<div style="text-align:left">1. タスクを割り当てます。<br>2. タスクを完了します。</div>
ミッション,みっしょん,使命 (mission),<div style="text-align:left">1. ミッションを遂行します。<br>2. ミッションの目標を確認します。</div>
ゴール,ごーる,目标 (goal),<div style="text-align:left">1. ゴールを設定します。<br>2. ゴールに向かって進みます。</div>
ビジョン,びじょん,愿景 (vision),<div style="text-align:left">1. ビジョンを共有します。<br>2. ビジョンを実現します。</div>
コンセプト,こんせぷと,概念 (concept),<div style="text-align:left">1. 新しいコンセプトを考えます。<br>2. コンセプトを説明します。</div>
ポリシー,ぽりしー,政策、方针 (policy),<div style="text-align:left">1. 会社のポリシーを守ります。<br>2. ポリシーを改定します。</div>
ストラテジー,すとらてじー,战略 (strategy),<div style="text-align:left">1. 戦略を立てます。<br>2. ストラテジーを実行します。</div>
マネジメント,まねじめんと,管理 (management),<div style="text-align:left">1. プロジェクトをマネジメントします。<br>2. マネジメント能力を磨きます。</div>
コントロール,こんとろーる,控制 (control),<div style="text-align:left">1. プロセスをコントロールします。<br>2. コントロール方法を改善します。</div>
アクション,あくしょん,行动 (action),<div style="text-align:left">1. アクションプランを作ります。<br>2. アクションを実行します。</div>
プラン,ぷらん,计划 (plan),<div style="text-align:left">1. プランを立てます。<br>2. プランを修正します。</div>
スケジュール,すけじゅーる,日程 (schedule),<div style="text-align:left">1. スケジュールを確認します。<br>2. スケジュールを調整します。</div>
ステップ,すてっぷ,步骤 (step),<div style="text-align:left">1. ステップごとに進めます。<br>2. ステップを説明します。</div>
フェーズ,ふぇーず,阶段 (phase),<div style="text-align:left">1. 開発フェーズに入ります。<br>2. フェーズを分けて管理します。</div>
ケース,けーす,案例 (case),<div style="text-align:left">1. ケーススタディを行います。<br>2. ケースを分析します。</div>
サンプル,さんぷる,样本 (sample),<div style="text-align:left">1. サンプルを作成します。<br>2. サンプルを確認します。</div>
データ,でーた,数据 (data),<div style="text-align:left">1. データを収集します。<br>2. データを分析します。</div>
インフォメーション,いんふぉめーしょん,信息 (information),<div style="text-align:left">1. インフォメーションを提供します。<br>2. インフォメーションを確認します。</div>
システム,しすてむ,系统 (system),<div style="text-align:left">1. システムを導入します。<br>2. システムを改善します。</div>
プロセス,ぷろせす,流程 (process),<div style="text-align:left">1. プロセスを最適化します。<br>2. プロセスを管理します。</div>
ネットワーク,ねっとわーく,网络 (network),<div style="text-align:left">1. ネットワークを構築します。<br>2. ネットワークを監視します。</div>
アプリ,あぷり,应用 (app),<div style="text-align:left">1. 新しいアプリを開発します。<br>2. アプリをインストールします。</div>
ソフトウェア,そふとうぇあ,软件,<div style="text-align:left">1. ソフトウェアを更新します。<br>2. ソフトウェアを導入します。</div>
ハードウェア,はーどうぇあ,硬件,<div style="text-align:left">1. ハードウェアを設置します。<br>2. ハードウェアの故障を修理します。</div>
コンピュータ,こんぴゅーた,电脑,<div style="text-align:left">1. コンピュータを使います。<br>2. コンピュータをセットアップします。</div>
サーバー,さーばー,服务器,<div style="text-align:left">1. サーバーを管理します。<br>2. サーバーをバックアップします。</div>
クラウド,くらうど,云 (cloud),<div style="text-align:left">1. データをクラウドに保存します。<br>2. クラウドサービスを利用します。</div>
セキュリティ,せきゅりてぃ,安全 (security),<div style="text-align:left">1. セキュリティ対策を強化します。<br>2. セキュリティポリシーを遵守します。</div>
パスワード,ぱすわーど,密码 (password),<div style="text-align:left">1. パスワードを設定します。<br>2. パスワードを変更します。</div>
アカウント,あかうんと,帐号 (account),<div style="text-align:left">1. アカウントを作成します。<br>2. アカウント情報を確認します。</div>
ログイン,ろぐいん,登录 (login),<div style="text-align:left">1. システムにログインします。<br>2. ログイン情報を入力します。</div>
ログアウト,ろぐあうと,登出 (logout),<div style="text-align:left">1. システムからログアウトします。<br>2. ログアウトを確認します。</div>
ファイル,ふぁいる,文件 (file),<div style="text-align:left">1. ファイルを保存します。<br>2. ファイルを開きます。</div>
フォルダ,ふぉるだ,文件夹 (folder),<div style="text-align:left">1. フォルダを作成します。<br>2. フォルダを整理します。</div>
ドキュメント,どきゅめんと,文档 (document),<div style="text-align:left">1. ドキュメントを作成します。<br>2. ドキュメントを共有します。</div>
イメージ,いめーじ,图像、印象 (image),<div style="text-align:left">1. イメージを確認します。<br>2. イメージを作成します。</div>
ビデオ,びでお,视频 (video),<div style="text-align:left">1. ビデオを撮影します。<br>2. ビデオを編集します。</div>
オンライン,おんらいん,在线 (online),<div style="text-align:left">1. オンラインで会議します。<br>2. オンラインで学習します。</div>
オフライン,おふらいん,离线 (offline),<div style="text-align:left">1. オフラインで作業します。<br>2. オフラインモードを使用します。</div>
コミュニケーション,こみゅにけーしょん,沟通,<div style="text-align:left">1. コミュニケーションを大切にします。<br>2. コミュニケーションを改善します。</div>
ディスカッション,でぃすかっしょん,讨论,<div style="text-align:left">1. ディスカッションに参加します。<br>2. ディスカッションで意見を述べます。</div>
プレゼン,ぷれぜん,演示 (presentation),<div style="text-align:left">1. プレゼンを準備します。<br>2. プレゼンを行います。</div>
ミーティング,みーてぃんぐ,会议,<div style="text-align:left">1. ミーティングに参加します。<br>2. ミーティングを調整します。</div>
カンファレンス,かんふぁれんす,大会 (conference),<div style="text-align:left">1. カンファレンスに出席します。<br>2. カンファレンスで発表します。</div>
セミナー,せみなー,研讨会 (seminar),<div style="text-align:left">1. セミナーを受講します。<br>2. セミナーで学びます。</div>
ワークショップ,わーくしょっぷ,工作坊,<div style="text-align:left">1. ワークショップに参加します。<br>2. ワークショップを企画します。</div>
トレーニング,とれーにんぐ,培训,<div style="text-align:left">1. トレーニングを受けます。<br>2. トレーニングを実施します。</div>
レッスン,れっすん,课程 (lesson),<div style="text-align:left">1. レッスンを受講します。<br>2. レッスンを準備します。</div>
スキル,すきる,技能 (skill),<div style="text-align:left">1. スキルを磨きます。<br>2. スキルを向上させます。</div>
キャリア,きゃりあ,职业生涯 (career),<div style="text-align:left">1. キャリアを築きます。<br>2. キャリアプランを考えます。</div>
エキスパート,えきすぱーと,专家 (expert),<div style="text-align:left">1. エキスパートに相談します。<br>2. エキスパートの意見を参考にします。</div>
プロフェッショナル,ぷろふぇっしょなる,专业人士,<div style="text-align:left">1. プロフェッショナルとして働きます。<br>2. プロフェッショナルの技術を学びます。</div>
